geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
602,817,CAMK2D,calcium/calmodulin dependent protein kinase II delta,0.002287,0.743,0.308
603,818,CAMK2G,calcium/calmodulin dependent protein kinase II gamma,0.9991,0.67,0.462
605,820,CAMP,cathelicidin antimicrobial peptide,0.0043897,0.466,0.846
607,822,CAPG,"capping actin protein, gelsolin like",9.357e-14,0.548,0.731
608,823,CAPN1,calpain 1,5.8554e-10,0.539,0.808
610,825,CAPN3,calpain 3,3.5865e-19,0.564,0.615
614,829,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,0.93292,0.821,0.115
616,831,CAST,calpastatin,4.1218e-12,0.541,0.846
618,833,CARS1,cysteinyl-tRNA synthetase 1,0.00040314,0.722,0.538
619,834,CASP1,caspase 1,3.5183e-05,0.413,0.885
621,836,CASP3,caspase 3,0.10017,0.351,0.923
622,837,CASP4,caspase 4,3.0474e-08,0.636,0.654
624,839,CASP6,caspase 6,0.00012665,0.61,0.615
626,841,CASP8,caspase 8,3.7236e-06,0.404,0.923
627,842,CASP9,caspase 9,7.3826e-06,0.458,0.808
628,843,CASP10,caspase 10,4.6392e-12,0.528,0.692
630,845,CASQ2,calsequestrin 2,1.3885e-12,0.691,0.385
631,846,CASR,calcium sensing receptor,0.046698,0.41,0.846
632,847,CAT,catalase,1.6263e-10,0.359,0.962
634,857,CAV1,caveolin 1,0.008274,0.388,0.885
635,858,CAV2,caveolin 2,0.026973,0.575,0.692
636,859,CAV3,caveolin 3,0.0054565,0.564,0.692
637,860,RUNX2,RUNX family transcription factor 2,0.94884,0.437,0.846
638,861,RUNX1,RUNX family transcription factor 1,0.65377,0.425,0.808
641,864,RUNX3,RUNX family transcription factor 3,0.84295,0.459,0.731
644,867,CBL,Cbl proto-oncogene,0.00060921,0.527,0.769
645,868,CBLB,Cbl proto-oncogene B,0.99825,0.691,0.423
647,871,SERPINH1,serpin family H member 1,0.027553,0.545,0.769
650,875,CBS,cystathionine beta-synthase,3.0799e-05,0.465,0.885
654,885,CCK,cholecystokinin,3.3034e-05,0.453,0.846
655,886,CCKAR,cholecystokinin A receptor,0.0040329,0.615,0.5
656,887,CCKBR,cholecystokinin B receptor,2.1404e-06,0.573,0.615
658,890,CCNA2,cyclin A2,0.99962,0.578,0.654
660,892,CCNC,cyclin C,0.99914,0.695,0.462
661,894,CCND2,cyclin D2,0.98658,0.477,0.808
662,896,CCND3,cyclin D3,0.98347,0.554,0.654
663,898,CCNE1,cyclin E1,0.97187,0.538,0.731
664,899,CCNF,cyclin F,0.12679,0.7,0.615
666,901,CCNG2,cyclin G2,0.0096861,0.615,0.577
672,909,CD1A,CD1a molecule,4.1954e-24,0.543,0.769
673,910,CD1B,CD1b molecule,5.3558e-11,0.722,0.423
674,911,CD1C,CD1c molecule,1.5963e-08,0.633,0.692
677,914,CD2,CD2 molecule,0.47108,0.641,0.577
678,915,CD3D,CD3d molecule,8.5898e-05,0.626,0.577
679,916,CD3E,CD3e molecule,0.00034464,0.615,0.615
681,919,CD247,CD247 molecule,0.016734,0.539,0.731
682,920,CD4,CD4 molecule,0.00078914,0.604,0.654
683,921,CD5,CD5 molecule,2.3074e-10,0.682,0.308
686,924,CD7,CD7 molecule,0.05135,0.722,0.385
687,925,CD8A,CD8a molecule,1.6806e-05,0.587,0.769
690,928,CD9,CD9 molecule,0.0047221,0.528,0.769
691,929,CD14,CD14 molecule,4.8813e-05,0.392,0.885
692,930,CD19,CD19 molecule,0.90496,0.43,0.885
693,931,MS4A1,membrane spanning 4-domains A1,5.0781e-05,0.411,0.846
697,940,CD28,CD28 molecule,0.35779,0.436,0.885
698,941,CD80,CD80 molecule,0.010898,0.475,0.769
699,942,CD86,CD86 molecule,0.94879,0.483,0.769
700,943,TNFRSF8,TNF receptor superfamily member 8,0.86407,0.444,0.808
702,945,CD33,CD33 molecule,5.6888e-07,0.524,0.769
704,947,CD34,CD34 molecule,4.9881e-06,0.368,0.808
705,948,CD36,CD36 molecule,1.0857e-60,0.446,0.846
706,949,SCARB1,scavenger receptor class B member 1,0.066228,0.559,0.731
707,950,SCARB2,scavenger receptor class B member 2,8.9495e-05,0.606,0.615
709,952,CD38,CD38 molecule,2.3129e-06,0.407,0.885
710,953,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,0.0080716,0.499,0.769
715,958,CD40,CD40 molecule,0.84603,0.396,0.846
716,959,CD40LG,CD40 ligand,0.72079,0.414,0.846
717,960,CD44,CD44 molecule (Indian blood group),2.4476e-07,0.363,0.962
718,961,CD47,CD47 molecule,0.91924,0.468,0.769
722,966,CD59,CD59 molecule (CD59 blood group),0.60568,0.469,0.808
723,967,CD63,CD63 molecule,0.017439,0.542,0.731
724,968,CD68,CD68 molecule,1.4063e-06,0.408,0.808
725,969,CD69,CD69 molecule,0.029691,0.488,0.923
729,973,CD79A,CD79a molecule,0.69226,0.536,0.731
730,974,CD79B,CD79b molecule,0.9163,0.576,0.577
731,975,CD81,CD81 molecule,0.91844,0.555,0.846
737,983,CDK1,cyclin dependent kinase 1,0.99206,0.482,0.808
739,987,LRBA,LPS responsive beige-like anchor protein,7.1503e-12,0.608,0.692
745,994,CDC25B,cell division cycle 25B,0.3643,0.601,0.654
749,998,CDC42,cell division cycle 42,0.78728,0.458,0.846
750,999,CDH1,cadherin 1,0.14631,0.401,0.808
751,1000,CDH2,cadherin 2,0.99171,0.535,0.731
752,1001,CDH3,cadherin 3,2.7988e-10,0.56,0.615
754,1003,CDH5,cadherin 5,0.51314,0.561,0.692
755,1004,CDH6,cadherin 6,0.91966,0.691,0.385
756,1005,CDH7,cadherin 7,0.5975,0.769,0.231
757,1006,CDH8,cadherin 8,0.98806,0.743,0.385
758,1007,CDH9,cadherin 9,0.83147,0.751,0.308
759,1008,CDH10,cadherin 10,0.29379,0.76,0.385
760,1009,CDH11,cadherin 11,0.9999,0.512,0.808
761,1010,CDH12,cadherin 12,0.00036444,0.821,0.308
762,1012,CDH13,cadherin 13,0.0007058,0.501,0.846
763,1013,CDH15,cadherin 15,1.7656e-14,0.653,0.615
764,1014,CDH16,cadherin 16,3.6527e-25,0.76,0.154
765,1015,CDH17,cadherin 17,3.4172e-14,0.636,0.615
766,1016,CDH18,cadherin 18,0.21478,0.769,0.269
767,1017,CDK2,cyclin dependent kinase 2,0.61054,0.456,0.692
769,1019,CDK4,cyclin dependent kinase 4,0.062909,0.412,0.808
770,1020,CDK5,cyclin dependent kinase 5,0.13892,0.495,0.846
771,1021,CDK6,cyclin dependent kinase 6,0.98315,0.471,0.731
775,1026,CDKN1A,cyclin dependent kinase inhibitor 1A,0.0018575,0.403,0.769
776,1027,CDKN1B,cyclin dependent kinase inhibitor 1B,0.62376,0.409,0.769
777,1028,CDKN1C,cyclin dependent kinase inhibitor 1C,0.81963,0.456,0.846
778,1029,CDKN2A,cyclin dependent kinase inhibitor 2A,0.39474,0.3,0.885
779,1030,CDKN2B,cyclin dependent kinase inhibitor 2B,0.0073369,0.417,0.769
780,1031,CDKN2C,cyclin dependent kinase inhibitor 2C,0.39526,0.527,0.654
787,1041,CDSN,corneodesmosin,0.46391,0.585,0.731
789,1044,CDX1,caudal type homeobox 1,0.14253,0.644,0.346
790,1045,CDX2,caudal type homeobox 2,0.52887,0.458,0.769
793,1048,CEACAM5,CEA cell adhesion molecule 5,4.1625e-10,0.42,0.846
794,1050,CEBPA,CCAAT enhancer binding protein alpha,0.55365,0.496,0.692
795,1051,CEBPB,CCAAT enhancer binding protein beta,0.35809,0.508,0.731
796,1052,CEBPD,CCAAT enhancer binding protein delta,0.61219,0.57,0.769
799,1055,CECR,cat eye syndrome chromosome region,,0.599,0.731
800,1056,CEL,carboxyl ester lipase,1.538e-06,0.514,0.808
812,1071,CETP,cholesteryl ester transfer protein,1.1892e-23,0.512,0.731
813,1072,CFL1,cofilin 1,0.55563,0.529,0.769
814,1073,CFL2,cofilin 2,6.4399e-05,0.659,0.5
815,1075,CTSC,cathepsin C,1.1451e-07,0.541,0.731
816,1080,CFTR,CF transmembrane conductance regulator,2.1735e-58,0.424,0.885
817,1081,CGA,"glycoprotein hormones, alpha polypeptide",0.34518,0.508,0.808
818,1082,CGB3,chorionic gonadotropin subunit beta 3,0.098257,0.57,0.654
824,1101,CHAD,chondroadherin,0.0069766,0.821,0.192
826,1103,CHAT,choline O-acetyltransferase,5.6328e-11,0.52,0.808
829,1106,CHD2,chromodomain helicase DNA binding protein 2,1,0.585,0.577
830,1107,CHD3,chromodomain helicase DNA binding protein 3,1,0.67,0.577
831,1108,CHD4,chromodomain helicase DNA binding protein 4,1,0.593,0.654
832,1109,AKR1C4,aldo-keto reductase family 1 member C4,2.2341e-17,0.587,0.846
835,1113,CHGA,chromogranin A,0.030369,0.49,0.808
836,1114,CHGB,chromogranin B,2.3622e-07,0.599,0.654
837,1116,CHI3L1,chitinase 3 like 1,1.1133e-05,0.419,0.885
839,1118,CHIT1,chitinase 1,7.1716e-16,0.525,0.692
843,1122,CHML,CHM like Rab escort protein,3.9968e-05,0.769,0.385
844,1123,CHN1,chimerin 1,0.030508,0.573,0.615
845,1124,CHN2,chimerin 2,0.0023008,0.711,0.615
846,1128,CHRM1,cholinergic receptor muscarinic 1,0.99059,0.65,0.577
847,1129,CHRM2,cholinergic receptor muscarinic 2,0.18197,0.585,0.615
848,1130,LYST,lysosomal trafficking regulator,0.015026,0.621,0.692
849,1131,CHRM3,cholinergic receptor muscarinic 3,0.99253,0.464,0.885
852,1134,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,2.0681e-08,0.615,0.577
853,1135,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,6.4532e-10,0.705,0.385
854,1136,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit,1.4197e-07,0.588,0.692
855,1137,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,8.5474e-05,0.492,0.808
856,1138,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,2.1488e-06,0.593,0.577
857,1139,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit,0.00041549,0.532,0.654
858,1140,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,5.0456e-08,0.7,0.462
859,1141,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,0.00072964,0.617,0.308
860,1142,CHRNB3,cholinergic receptor nicotinic beta 3 subunit,8.5898e-06,0.705,0.308
861,1143,CHRNB4,cholinergic receptor nicotinic beta 4 subunit,0.1427,0.644,0.423
862,1144,CHRND,cholinergic receptor nicotinic delta subunit,5.4466e-09,0.641,0.462
863,1145,CHRNE,cholinergic receptor nicotinic epsilon subunit,4.7293e-09,0.636,0.577
864,1146,CHRNG,cholinergic receptor nicotinic gamma subunit,3.3338e-19,0.573,0.692
865,1147,CHUK,component of inhibitor of nuclear factor kappa B kinase complex,0.99403,0.556,0.731
867,1152,CKB,creatine kinase B,0.2189,0.608,0.615
868,1153,CIRBP,cold inducible RNA binding protein,0.33636,0.592,0.731
869,1154,CISH,cytokine inducible SH2 containing protein,0.00053852,0.5,0.808
874,1161,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",2.7974e-15,0.551,0.885
878,1173,AP2M1,adaptor related protein complex 2 subunit mu 1,0.99919,0.751,0.231
883,1179,CLCA1,chloride channel accessory 1,3.2791e-09,0.659,0.538
885,1181,CLCN2,chloride voltage-gated channel 2,5.546e-12,0.626,0.462
887,1183,CLCN4,chloride voltage-gated channel 4,0.99893,0.587,0.654
889,1185,CLCN6,chloride voltage-gated channel 6,6.1077e-08,0.769,0.231
890,1186,CLCN7,chloride voltage-gated channel 7,0.27238,0.59,0.731
891,1187,CLCNKA,chloride voltage-gated channel Ka,4.2296e-17,0.711,0.385
892,1188,CLCNKB,chloride voltage-gated channel Kb,1.4025e-22,0.593,0.692
893,1191,CLU,clusterin,7.8072e-05,0.426,0.885
894,1192,CLIC1,chloride intracellular channel 1,0.00019265,0.601,0.5
895,1193,CLIC2,chloride intracellular channel 2,0.049547,0.7,0.5
900,1200,TPP1,tripeptidyl peptidase 1,6.2564e-07,0.551,0.808
901,1201,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",1.3327e-07,0.572,0.692
902,1203,CLN5,CLN5 intracellular trafficking protein,1.7111e-08,0.705,0.269
905,1209,CLPTM1,CLPTM1 regulator of GABA type A receptor forward trafficking,0.95767,0.769,0.346
908,1213,CLTC,clathrin heavy chain,1,0.558,0.769
909,1215,CMA1,chymase 1,7.5861e-09,0.514,0.692
911,1230,CCR1,C-C motif chemokine receptor 1,0.38775,0.531,0.769
912,1232,CCR3,C-C motif chemokine receptor 3,0.00012636,0.527,0.808
913,1233,CCR4,C-C motif chemokine receptor 4,0.06863,0.51,0.731
914,1234,CCR5,C-C motif chemokine receptor 5 (gene/pseudogene),4.3094e-10,0.398,0.885
915,1235,CCR6,C-C motif chemokine receptor 6,0.0057867,0.485,0.808
916,1236,CCR7,C-C motif chemokine receptor 7,0.057623,0.443,0.769
917,1237,CCR8,C-C motif chemokine receptor 8,0.0077492,0.597,0.692
918,1238,ACKR2,atypical chemokine receptor 2,0.001388,0.641,0.615
919,1240,CMKLR1,chemerin chemokine-like receptor 1,0.010767,0.612,0.692
920,1241,LTB4R,leukotriene B4 receptor,0.11994,0.576,0.692
922,1244,ABCC2,ATP binding cassette subfamily C member 2,5.2025e-47,0.483,0.808
931,1263,PLK3,polo like kinase 3,1.8504e-06,0.644,0.538
936,1268,CNR1,cannabinoid receptor 1,0.50652,0.446,0.808
937,1269,CNR2,cannabinoid receptor 2,6.5369e-06,0.509,0.846
938,1270,CNTF,ciliary neurotrophic factor,2.3384e-05,0.561,0.615
939,1271,CNTFR,ciliary neurotrophic factor receptor,0.95549,0.722,0.385
940,1272,CNTN1,contactin 1,0.15131,0.599,0.577
942,1277,COL1A1,collagen type I alpha 1 chain,1,0.43,0.808
943,1278,COL1A2,collagen type I alpha 2 chain,1,0.486,0.846
944,1280,COL2A1,collagen type II alpha 1 chain,1,0.444,0.846
945,1281,COL3A1,collagen type III alpha 1 chain,1,0.477,0.808
946,1282,COL4A1,collagen type IV alpha 1 chain,1,0.484,0.731
947,1284,COL4A2,collagen type IV alpha 2 chain,3.5842e-15,0.563,0.654
949,1286,COL4A4,collagen type IV alpha 4 chain,6.7123e-16,0.644,0.5
950,1287,COL4A5,collagen type IV alpha 5 chain,1,0.553,0.654
951,1288,COL4A6,collagen type IV alpha 6 chain,0.89901,0.686,0.423
952,1289,COL5A1,collagen type V alpha 1 chain,1,0.536,0.769
953,1290,COL5A2,collagen type V alpha 2 chain,1,0.568,0.731
954,1291,COL6A1,collagen type VI alpha 1 chain,0.99995,0.587,0.731
955,1292,COL6A2,collagen type VI alpha 2 chain,6.5112e-08,0.599,0.692
956,1293,COL6A3,collagen type VI alpha 3 chain,1.8131e-20,0.563,0.769
957,1294,COL7A1,collagen type VII alpha 1 chain,2.4411e-40,0.545,0.808
958,1295,COL8A1,collagen type VIII alpha 1 chain,0.4051,0.678,0.538
960,1297,COL9A1,collagen type IX alpha 1 chain,3.0742e-19,0.566,0.731
961,1298,COL9A2,collagen type IX alpha 2 chain,1.0453e-08,0.572,0.769
962,1299,COL9A3,collagen type IX alpha 3 chain,3.278e-12,0.569,0.769
964,1301,COL11A1,collagen type XI alpha 1 chain,1,0.495,0.846
965,1302,COL11A2,collagen type XI alpha 2 chain,0.70197,0.435,0.846
966,1303,COL12A1,collagen type XII alpha 1 chain,0.97361,0.615,0.692
967,1305,COL13A1,collagen type XIII alpha 1 chain,3.7355e-14,0.608,0.654
968,1306,COL15A1,collagen type XV alpha 1 chain,2.5406e-08,0.682,0.577
969,1307,COL16A1,collagen type XVI alpha 1 chain,2.9031e-24,1,0.038
970,1308,COL17A1,collagen type XVII alpha 1 chain,2.2869e-27,0.545,0.769
972,1311,COMP,cartilage oligomeric matrix protein,1.3462e-09,0.503,0.808
973,1312,COMT,catechol-O-methyltransferase,1.1377e-06,0.4,0.923
974,1314,COPA,COPI coat complex subunit alpha,1,0.7,0.385
975,1315,COPB1,COPI coat complex subunit beta 1,0.99994,0.89,0.192
976,1316,KLF6,Kruppel like factor 6,0.97946,0.501,0.846
977,1317,SLC31A1,solute carrier family 31 member 1,0.065398,0.612,0.577
986,1340,COX6B1,cytochrome c oxidase subunit 6B1,0.12065,0.7,0.577
991,1349,COX7B,cytochrome c oxidase subunit 7B,0.67459,0.595,0.654
993,1351,COX8A,cytochrome c oxidase subunit 8A,0.11606,0.4,0.846
994,1352,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,0.08405,0.623,0.654
996,1355,COX15,cytochrome c oxidase assembly homolog COX15,1.1031e-13,0.638,0.538
997,1356,CP,ceruloplasmin,4.2013e-10,0.466,0.846
998,1357,CPA1,carboxypeptidase A1,2.6567e-11,0.65,0.577
999,1358,CPA2,carboxypeptidase A2,1.4033e-15,0.861,0.192
1002,1361,CPB2,carboxypeptidase B2,2.7076e-17,0.536,0.846
1003,1362,CPD,carboxypeptidase D,0.00074113,0.686,0.654
1004,1363,CPE,carboxypeptidase E,0.99233,0.584,0.692
1005,1364,CLDN4,claudin 4,6.9789e-05,0.514,0.692
1006,1365,CLDN3,claudin 3,0.52233,0.558,0.615
1007,1366,CLDN7,claudin 7,0.0028828,0.494,0.808
1009,1369,CPN1,carboxypeptidase N subunit 1,8.6973e-08,0.729,0.423
1010,1370,CPN2,carboxypeptidase N subunit 2,0.0026009,0.839,0.192
1011,1371,CPOX,coproporphyrinogen oxidase,0.17152,0.488,0.846
1012,1373,CPS1,carbamoyl-phosphate synthase 1,1.0947e-09,0.59,0.615
1013,1374,CPT1A,carnitine palmitoyltransferase 1A,5.114e-09,0.555,0.808
1014,1375,CPT1B,carnitine palmitoyltransferase 1B,1.5291e-11,0.653,0.538
1015,1376,CPT2,carnitine palmitoyltransferase 2,4.598e-10,0.542,0.769
1016,1378,CR1,complement C3b/C4b receptor 1 (Knops blood group),1.6488e-35,0.533,0.808
1017,1379,CR1L,complement C3b/C4b receptor 1 like,7.6434e-27,0.931,0.115
1018,1380,CR2,complement C3d receptor 2,4.7399e-19,0.556,0.654
1022,1385,CREB1,cAMP responsive element binding protein 1,0.99673,0.463,0.885
1023,1386,ATF2,activating transcription factor 2,0.99131,0.551,0.808
1024,1387,CREBBP,CREB binding protein,1,0.427,0.808
1025,1388,ATF6B,activating transcription factor 6 beta,3.1036e-07,0.839,0.192
1027,1390,CREM,cAMP responsive element modulator,0.50878,0.573,0.692
1028,1392,CRH,corticotropin releasing hormone,0.71614,0.439,0.808
1029,1393,CRHBP,corticotropin releasing hormone binding protein,0.21476,0.659,0.5
1030,1394,CRHR1,corticotropin releasing hormone receptor 1,3.7856e-05,0.517,0.769
1031,1395,CRHR2,corticotropin releasing hormone receptor 2,8.5473e-17,0.584,0.731
1032,1396,CRIP1,cysteine rich protein 1,0.00049848,0.666,0.577
1034,1398,CRK,"CRK proto-oncogene, adaptor protein",0.95936,0.394,0.923
1035,1399,CRKL,"CRK like proto-oncogene, adaptor protein",0.44604,0.553,0.769
1036,1400,CRMP1,collapsin response mediator protein 1,0.99173,0.525,0.808
1037,1401,CRP,C-reactive protein,0.0036969,0.299,0.962
1038,1404,HAPLN1,hyaluronan and proteoglycan link protein 1,0.60242,0.663,0.577
1040,1407,CRY1,cryptochrome circadian regulator 1,1.662e-09,0.585,0.769
1041,1408,CRY2,cryptochrome circadian regulator 2,0.00031808,0.599,0.692
1042,1409,CRYAA,crystallin alpha A,0.17396,0.653,0.385
1043,1410,CRYAB,crystallin alpha B,0.02247,0.515,0.731
1048,1415,CRYBB2,crystallin beta B2,0.38956,0.623,0.462
1053,1420,CRYGC,crystallin gamma C,0.0006061,0.612,0.577
1058,1431,CS,citrate synthase,0.98402,0.59,0.654
1059,1432,MAPK14,mitogen-activated protein kinase 14,0.37466,0.379,0.923
1061,1435,CSF1,colony stimulating factor 1,0.99634,0.473,0.808
1062,1436,CSF1R,colony stimulating factor 1 receptor,0.13278,0.448,0.808
1063,1437,CSF2,colony stimulating factor 2,0.83468,0.33,0.962
1065,1439,CSF2RB,colony stimulating factor 2 receptor subunit beta,0.17646,0.705,0.423
1066,1440,CSF3,colony stimulating factor 3,0.38046,0.377,0.885
1067,1441,CSF3R,colony stimulating factor 3 receptor,1.5225e-10,0.55,0.692
1070,1444,CSHL1,chorionic somatomammotropin hormone like 1,3.0815e-12,0.647,0.577
1071,1445,CSK,C-terminal Src kinase,0.99977,0.606,0.692
1076,1453,CSNK1D,casein kinase 1 delta,0.99577,0.647,0.615
1077,1454,CSNK1E,casein kinase 1 epsilon,0.99926,0.619,0.615
1080,1457,CSNK2A1,casein kinase 2 alpha 1,0.98711,0.597,0.731
1082,1460,CSNK2B,casein kinase 2 beta,0.91728,0.686,0.538
1083,1462,VCAN,versican,1,0.497,0.808
1084,1463,NCAN,neurocan,0.068,0.67,0.5
1086,1465,CSRP1,cysteine and glycine rich protein 1,0.0003328,0.686,0.346
1091,1471,CST3,cystatin C,0.0039011,0.436,0.808
1094,1474,CST6,cystatin E/M,0.37188,0.612,0.615
1096,1476,CSTB,cystatin B,0.0065562,0.53,0.692
1099,1479,CSTF3,cleavage stimulation factor subunit 3,0.98279,0.89,0.154
1101,1482,NKX2-5,NK2 homeobox 5,0.94531,0.533,0.692
1105,1487,CTBP1,C-terminal binding protein 1,0.98442,0.559,0.692
1106,1488,CTBP2,C-terminal binding protein 2,0.0013557,0.638,0.615
1108,1490,CCN2,cellular communication network factor 2,0.00050202,0.399,0.846
1110,1493,CTLA4,cytotoxic T-lymphocyte associated protein 4,0.94085,0.369,0.923
1111,1495,CTNNA1,catenin alpha 1,0.96962,0.584,0.538
1112,1496,CTNNA2,catenin alpha 2,0.42501,0.663,0.5
1115,1499,CTNNB1,catenin beta 1,0.99999,0.303,0.885
1116,1500,CTNND1,catenin delta 1,0.99999,0.5,0.808
1117,1501,CTNND2,catenin delta 2,1,0.578,0.731
1118,1503,CTPS1,CTP synthase 1,0.99259,0.736,0.269
1119,1504,CTRB1,chymotrypsinogen B1,2.4233e-06,0.76,0.385
1121,1508,CTSB,cathepsin B,5.8819e-11,0.457,0.846
1122,1509,CTSD,cathepsin D,0.00091747,0.478,0.846
1126,1513,CTSK,cathepsin K,3.0989e-05,0.497,0.808
1127,1514,CTSL,cathepsin L,0.0080454,0.488,0.846
1133,1523,CUX1,cut like homeobox 1,1,0.465,0.846
1134,1524,CX3CR1,C-X3-C motif chemokine receptor 1,0.061371,0.457,0.885
1135,1525,CXADR,CXADR Ig-like cell adhesion molecule,0.36867,0.454,0.885
1137,1528,CYB5A,cytochrome b5 type A,0.0015821,0.601,0.654
1139,1535,CYBA,cytochrome b-245 alpha chain,8.8678e-06,0.52,0.769
1140,1536,CYBB,cytochrome b-245 beta chain,0.99904,0.452,0.885
1141,1537,CYC1,cytochrome c1,0.13875,0.656,0.462
1144,1540,CYLD,CYLD lysine 63 deubiquitinase,0.99993,0.498,0.846
1146,1543,CYP1A1,cytochrome P450 family 1 subfamily A member 1,1.0635e-17,0.436,0.846
1147,1544,CYP1A2,cytochrome P450 family 1 subfamily A member 2,2.4795e-10,0.494,0.923
1148,1545,CYP1B1,cytochrome P450 family 1 subfamily B member 1,2.2024e-05,0.457,0.769
1149,1548,CYP2A6,cytochrome P450 family 2 subfamily A member 6,5.401e-09,0.555,0.731
1152,1553,CYP2A13,cytochrome P450 family 2 subfamily A member 13,8.6461e-07,0.695,0.462
1153,1555,CYP2B6,cytochrome P450 family 2 subfamily B member 6,1.9303e-10,0.428,0.846
1155,1557,CYP2C19,cytochrome P450 family 2 subfamily C member 19,6.4882e-20,0.467,0.846
1156,1558,CYP2C8,cytochrome P450 family 2 subfamily C member 8,1.9759e-22,0.615,0.615
1157,1559,CYP2C9,cytochrome P450 family 2 subfamily C member 9,1.2709e-10,0.506,0.885
1160,1565,CYP2D6,cytochrome P450 family 2 subfamily D member 6,1.0793e-25,0.437,0.885
1162,1571,CYP2E1,cytochrome P450 family 2 subfamily E member 1,8.0688e-09,0.459,0.885
1164,1573,CYP2J2,cytochrome P450 family 2 subfamily J member 2,1.6181e-15,0.628,0.615
1165,1576,CYP3A4,cytochrome P450 family 3 subfamily A member 4,5.7979e-11,0.461,0.885
1166,1577,CYP3A5,cytochrome P450 family 3 subfamily A member 5,6.2948e-17,0.511,0.846
1168,1579,CYP4A11,cytochrome P450 family 4 subfamily A member 11,1.087e-24,0.695,0.462
1169,1580,CYP4B1,cytochrome P450 family 4 subfamily B member 1,3.2777e-10,0.691,0.308
1170,1581,CYP7A1,cytochrome P450 family 7 subfamily A member 1,0.00024507,0.576,0.615
