geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
17214,285419,LINC01091,long intergenic non-protein coding RNA 1091,,0.821,0.231
17220,285489,DOK7,docking protein 7,0.00010263,0.615,0.615
17246,285672,SREK1IP1,SREK1 interacting protein 1,0.3871,1,0.077
17248,285704,RGMB,repulsive guidance molecule BMP co-receptor b,0.071955,0.711,0.462
17256,285761,DCBLD1,"discoidin, CUB and LCCL domain containing 1",6.325e-08,0.729,0.231
17259,285780,LY86-AS1,LY86 antisense RNA 1,,0.861,0.192
17260,285782,CAGE1,cancer antigen 1,8.7071e-14,0.89,0.115
17264,285830,HLA-F-AS1,HLA-F antisense RNA 1,,0.861,0.269
17265,285834,HCG22,HLA complex group 22 (gene/pseudogene),,0.736,0.423
17267,285848,PNPLA1,patatin like phospholipase domain containing 1,0.00018528,0.7,0.423
17269,285857,LINC02537,long intergenic non-protein coding RNA 2537,,0.931,0.115
17275,285965,EPHA1-AS1,EPHA1 antisense RNA 1,,1,0.077
17284,286046,XKR6,XK related 6,0.99934,0.729,0.538
17285,286053,NSMCE2,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",0.037899,0.682,0.615
17287,286077,FAM83H,family with sequence similarity 83 member H,0.89239,0.686,0.269
17294,286144,TRIQK,triple QxxK/R motif containing,0.0099534,1,0.077
17296,286183,NKAIN3,sodium/potassium transporting ATPase interacting 3,0.05385,0.861,0.192
17299,286187,PPP1R42,protein phosphatase 1 regulatory subunit 42,1.7442e-05,0.76,0.385
17308,286343,LURAP1L,leucine rich adaptor protein 1 like,0.025029,0.736,0.269
17310,286410,ATP11C,ATPase phospholipid transporting 11C,0.9997,0.751,0.269
17319,286676,ILDR1,immunoglobulin like domain containing receptor 1,2.6072e-12,0.729,0.346
17326,287015,TRIM42,tripartite motif containing 42,3.0721e-19,1,0.038
17329,317662,FAM149B1,family with sequence similarity 149 member B1,2.4901e-13,0.663,0.423
17333,317671,RFESD,Rieske Fe-S domain containing,6.7235e-06,0.861,0.038
17350,319100,TAAR6,trace amine associated receptor 6,0.016668,0.78,0.231
17357,326625,MMAB,metabolism of cobalamin associated B,0.0041291,0.695,0.538
17360,327659,PUDPP2,pseudouridine 5'-phosphatase pseudogene 2,,0.89,0.154
17364,337867,UBAC2,UBA domain containing 2,0.0062623,0.638,0.654
17386,338382,RAB7B,"RAB7B, member RAS oncogene family",,0.615,0.731
17395,338433,SNORD115-1,"small nucleolar RNA, C/D box 115-1",,0.682,0.423
17399,338442,HCAR2,hydroxycarboxylic acid receptor 2,0.00018933,0.628,0.692
17405,338645,LUZP2,leucine zipper protein 2,2.3478e-10,0.821,0.346
17406,338653,KCNQ1-AS1,KCNQ1 antisense RNA 1,,0.861,0.115
17418,338811,TAFA2,TAFA chemokine like family member 2,0.34104,0.78,0.192
17422,338917,VSX2,visual system homeobox 2,0.00016481,0.695,0.462
17451,339400,FLG-AS1,FLG antisense RNA 1,,0.7,0.538
17455,339453,TMEM240,transmembrane protein 240,0.22904,0.76,0.231
17458,339479,BRINP3,BMP/retinoic acid inducible neural specific 3,0.14554,0.695,0.308
17475,339789,LINC00299,long intergenic non-protein coding RNA 299,,0.743,0.346
17478,339829,CCDC39,coiled-coil domain containing 39,7.9127e-12,0.641,0.615
17497,340024,SLC6A19,solute carrier family 6 member 19,1.7664e-24,0.695,0.577
17499,340061,STING1,stimulator of interferon response cGAMP interactor 1,0.0012067,0.522,0.769
17509,340260,UNCX,UNC homeobox,0.63399,,
17516,340419,RSPO2,R-spondin 2,0.024608,0.558,0.577
17524,340533,NEXMIF,neurite extension and migration factor,0.99968,0.659,0.385
17534,340719,NANOS1,nanos C2HC-type zinc finger 1,0.54106,0.7,0.423
17536,340895,MALRD1,MAM and LDL receptor class A domain containing 1,9.3765e-21,0.821,0.346
17537,340990,OTOG,otogelin,6.6065e-37,0.805,0.231
17545,341568,OR8S1,olfactory receptor family 8 subfamily S member 1,1.4449e-06,0.931,0.115
17546,341640,FREM2,FRAS1 related extracellular matrix 2,3.5958e-11,0.566,0.577
17548,341880,SLC35F4,solute carrier family 35 member F4,0.0085933,0.931,0.038
17549,342035,GLDN,gliomedin,2.5809e-13,0.769,0.346
17558,342527,SMTNL2,smoothelin like 2,0.00023793,1,0.115
17560,342618,SLFN14,schlafen family member 14,3.5128e-09,0.931,
17572,343035,RD3,"retinal degeneration 3, GUCY2D regulator",2.5702e-05,0.7,0.308
17583,343637,RSPO4,R-spondin 4,8.5962e-08,0.821,0.231
17584,343641,TGM6,transglutaminase 6,1.1154e-24,0.644,0.423
17589,344148,NCKAP5,NCK associated protein 5,8.4671e-06,1,0.077
17594,344595,DUBR,DPPA2 upstream binding RNA,,0.861,0.154
17614,345557,PLCXD3,phosphatidylinositol specific phospholipase C X domain containing 3,0.0089141,0.861,0.154
17615,345611,IRGM,immunity related GTPase M,,0.617,0.538
17616,345643,MCIDAS,multiciliate differentiation and DNA synthesis associated cell cycle protein,0.013264,0.566,0.769
17620,345895,RSPH4A,radial spoke head component 4A,7.5712e-11,0.666,0.538
17622,346007,EYS,eyes shut homolog,3.7216e-41,0.631,0.538
17624,346171,ZFP57,ZFP57 zinc finger protein,0.00054557,0.65,0.577
17649,347689,SOX2-OT,SOX2 overlapping transcript,,0.597,0.615
17653,347731,LRRTM3,leucine rich repeat transmembrane neuronal 3,0.97519,0.805,0.154
17655,347733,TUBB2B,tubulin beta 2B class IIb,0.9884,0.61,0.385
17657,347735,SERINC2,serine incorporator 2,3.9153e-13,0.792,0.192
17658,347736,NME9,NME/NM23 family member 9,7.8887e-09,0.89,0.154
17663,347902,AMIGO2,adhesion molecule with Ig like domain 2,0.59743,0.729,0.615
17681,348751,FTCDNL1,formiminotransferase cyclodeaminase N-terminal like,0.40524,0.89,0.192
17685,348910,RAF1P1,RAF1 pseudogene 1,,0.931,0.115
17687,348938,NIPAL4,NIPA like domain containing 4,0.0013718,0.682,0.423
17688,348980,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1,0.99989,0.564,0.654
17690,349075,ZNF713,zinc finger protein 713,4.3462e-06,0.931,0.038
17696,349386,NANOGP9,Nanog homeobox pseudogene 9,,1,0.077
17702,352909,DNAAF3,dynein axonemal assembly factor 3,5.5391e-08,0.599,0.731
17703,352954,CASTOR3,CASTOR family member 3,0.0096067,0.805,0.231
17711,353094,RAET1M,retinoic acid early transcript 1M pseudogene,,1,0.038
17729,353345,GPR141,G protein-coupled receptor 141,8.531e-08,0.89,0.115
17743,359948,IRF2BP2,interferon regulatory factor 2 binding protein 2,0.84558,0.641,0.5
17761,374291,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,0.9142,0.579,0.769
17763,374354,NHLRC2,NHL repeat containing 2,8.3194e-06,0.729,0.346
17764,374378,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,0.00030345,0.931,0.192
17766,374393,FAM111B,family with sequence similarity 111 member B,0.098549,0.691,0.423
17767,374407,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13,0.0028524,0.682,0.5
17770,374470,C12orf42,chromosome 12 open reading frame 42,2.7519e-10,0.805,0.154
17772,374569,ASPG,asparaginase,6.1787e-13,0.559,0.654
17774,374654,KIF7,kinesin family member 7,2.2711e-22,0.528,0.731
17785,374879,ZNF699,zinc finger protein 699,5.7677e-06,0.805,0.192
17787,374887,YJEFN3,YjeF N-terminal domain containing 3,1.2695e-05,0.89,0.154
17797,374977,MROH7,maestro heat like repeat family member 7,4.8111e-24,0.89,0.154
17798,374986,MIGA1,mitoguardin 1,1.8254e-07,1,0.038
17813,375346,STIMATE,STIM activating enhancer,0.18873,1,0.038
17814,375387,NRROS,negative regulator of reactive oxygen species,0.32564,0.861,0.231
17817,375484,SIMC1,SUMO interacting motifs containing 1,3.9164e-06,1,0.077
17822,375612,LHFPL3,LHFPL tetraspan subfamily member 3,0.93153,0.751,0.269
17826,375748,ERCC6L2,ERCC excision repair 6 like 2,5.0596e-07,0.729,0.346
17828,375775,PNPLA7,patatin like phospholipase domain containing 7,5.3653e-37,1,0.077
17829,375790,AGRN,agrin,5.4727e-07,0.626,0.538
17831,376132,LRRC10,leucine rich repeat containing 10,0.43469,0.861,0.115
17848,378884,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,0.094266,0.656,0.423
17865,387032,ZKSCAN4,zinc finger with KRAB and SCAN domains 4,0.00014184,0.839,0.269
17871,387082,SUMO4,small ubiquitin like modifier 4,,0.653,0.577
17875,387119,CEP85L,centrosomal protein 85 like,4.5367e-09,0.656,0.423
17877,387129,NPSR1,neuropeptide S receptor 1,2.0518e-09,0.608,0.615
17887,387357,THEMIS,thymocyte selection associated,1.9597e-06,0.682,0.654
17896,387573,CHDS3,"Coronary heart disease, susceptibility to, 3",,1,0.038
17903,387694,SH2D4B,SH2 domain containing 4B,6.3396e-06,0.821,0.269
17905,387700,SLC16A12,solute carrier family 16 member 12,0.49267,0.716,0.385
17907,387715,ARMS2,age-related maculopathy susceptibility 2,0.00051801,0.67,0.308
17916,387787,LIPT2,lipoyl(octanoyl) transferase 2,0.62575,0.821,0.154
17933,388021,TMEM179,transmembrane protein 179,0.67923,1,0.115
17945,388325,SCIMP,SLP adaptor and CSK interacting membrane protein,0.0004268,1,0.077
17952,388389,CCDC103,coiled-coil domain containing 103,0.00050909,0.666,0.538
17961,388550,CEACAM22P,"CEA cell adhesion molecule 22, pseudogene",,1,0.077
17963,388552,BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,0.004077,0.729,0.385
17964,388553,BHMG1,basic helix-loop-helix and HMG-box containing 1,0.0044198,0.931,0.154
17976,388650,DIPK1A,divergent protein kinase domain 1A,0.58405,0.743,0.423
17977,388662,SLC6A17,solute carrier family 6 member 17,0.50353,0.78,0.308
17984,388753,COA6,cytochrome c oxidase assembly factor 6,0.0056851,0.805,0.192
17994,388962,BOLA3,bolA family member 3,0.14911,0.76,0.231
17996,389015,SLC9A4,solute carrier family 9 member A4,8.286e-14,0.89,0.154
18013,389197,C4orf50,chromosome 4 open reading frame 50,7.7361e-19,0.931,0.154
18019,389289,ANXA2R,annexin A2 receptor,,0.821,0.346
18023,389376,SFTA2,surfactant associated 2,0.036441,0.695,0.577
18028,389434,IYD,iodotyrosine deiodinase,0.0040758,0.7,0.5
18030,389549,FEZF1,FEZ family zinc finger 1,0.95043,0.628,0.654
18046,389827,MYMK,"myomaker, myoblast fusion factor",0.00017841,0.659,0.538
18061,390064,OR51I2,olfactory receptor family 51 subfamily I member 2,0.036748,1,0.077
18065,390148,OR5W2,olfactory receptor family 5 subfamily W member 2,0.00056247,,
18071,390205,LRRC10B,leucine rich repeat containing 10B,0.044884,,
18072,390211,KRT8P26,keratin 8 pseudogene 26,,0.931,0.115
18080,390275,OR8A1,olfactory receptor family 8 subfamily A member 1,0.005028,,
18088,390594,KBTBD13,kelch repeat and BTB domain containing 13,2.2574e-10,0.729,0.385
18129,391632,OR7E35P,olfactory receptor family 7 subfamily E member 35 pseudogene,,0.931,0.115
18135,392255,GDF6,growth differentiation factor 6,0.98833,0.587,0.5
18146,394214,COL11A2P1,collagen type XI alpha 2 pseudogene 1,,0.805,0.462
18163,399715,LINC02649,long intergenic non-protein coding RNA 2649,,0.792,0.308
18164,399716,LINC02656,long intergenic non-protein coding RNA 2656,,0.931,0.154
18165,399717,GATA3-AS1,GATA3 antisense RNA 1,,0.931,0.192
18176,399909,PCNX3,pecanex 3,0.99999,0.839,0.192
18193,400359,LINC02694,long intergenic non-protein coding RNA 2694,0.01712,0.78,0.308
18202,400511,LINC01567,long intergenic non-protein coding RNA 1567,,0.861,0.231
18228,400757,C1orf141,chromosome 1 open reading frame 141,0.0032311,0.691,0.385
18229,400765,MIR137HG,MIR137 host gene,,0.839,0.038
18232,400798,C1orf220,chromosome 1 putative open reading frame 220,0.23559,1,0.077
18233,400799,LINC01344,long intergenic non-protein coding RNA 1344,,1,0.077
18240,400916,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,5.3661e-06,0.623,0.462
18246,400952,LINC01121,long intergenic non-protein coding RNA 1121,,0.751,0.192
18249,400957,LINC01185,long intergenic non-protein coding RNA 1185,,0.743,0.346
18250,400958,LINC02245,long intergenic non-protein coding RNA 2245,,0.821,0.231
18255,401014,TEX41,testis expressed 41,,0.743,0.269
18272,401138,AMTN,amelotin,8.1348e-11,0.792,0.192
18273,401145,CCSER1,coiled-coil serine rich protein 1,0.000789,0.805,0.308
18283,401237,CASC15,cancer susceptibility 15,,0.603,0.577
18284,401247,LINC00243,long intergenic non-protein coding RNA 243,,0.729,0.423
18285,401250,MCCD1,mitochondrial coiled-coil domain 1,0.0019319,0.89,0.231
18289,401262,CRIP3,cysteine rich protein 3,0.00064839,0.805,0.308
18330,402381,SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1,0.00226,0.705,0.269
18340,404024,TRIM26BP,"tripartite motif containing 26B, pseudogene",,0.861,0.269
18341,404026,MTCO3P1,MT-CO3 pseudogene 1,,0.861,0.231
18355,404672,GTF2H5,general transcription factor IIH subunit 5,0.045238,0.556,0.769
18363,405753,DUOXA2,dual oxidase maturation factor 2,1.2666e-15,0.7,0.423
18377,406892,MIR100,microRNA 100,,0.521,0.846
18384,406900,MIR106B,microRNA 106b,,0.523,0.808
18403,406919,MIR130A,microRNA 130a,,0.522,0.808
18405,406921,MIR132,microRNA 132,,0.485,0.846
18412,406928,MIR137,microRNA 137,,0.513,0.846
18420,406936,MIR144,microRNA 144,,0.5,0.769
18421,406937,MIR145,microRNA 145,,0.431,0.846
18422,406938,MIR146A,microRNA 146a,,0.398,0.885
18427,406943,MIR152,microRNA 152,,0.521,0.769
18431,406947,MIR155,microRNA 155,,0.384,0.885
18434,406950,MIR16-1,microRNA 16-1,,0.623,0.5
18443,406960,MIR184,microRNA 184,,0.542,0.769
18472,406989,MIR206,microRNA 206,,0.477,0.846
18474,406991,MIR21,microRNA 21,,0.363,0.846
18477,406994,MIR212,microRNA 212,,0.535,0.808
18492,407010,MIR23A,microRNA 23a,,0.499,0.808
18497,407015,MIR26A1,microRNA 26a-1,,0.653,0.577
18500,407018,MIR27A,microRNA 27a,,0.466,0.846
18504,407022,MIR296,microRNA 296,,0.564,0.654
18508,407026,MIR29C,microRNA 29c,,0.496,0.808
18512,407030,MIR30B,microRNA 30b,,0.555,0.808
18521,407040,MIR34A,microRNA 34a,,0.421,0.846
18522,407041,MIR34B,microRNA 34b,,0.509,0.808
18536,407055,MIR99A,microRNA 99a,,0.536,0.808
18541,407977,TNFSF12-TNFSF13,TNFSF12-TNFSF13 readthrough,0.76997,0.579,0.615
18553,414152,C10orf105,chromosome 10 open reading frame 105,0.084246,0.861,0.231
18567,414771,DDR1-DT,DDR1 divergent transcript,,0.931,0.115
18568,414777,HCG18,HLA complex group 18,,0.722,0.538
18569,414778,HCG17,HLA complex group 17,,0.769,0.346
18589,439950,CELF2-AS2,CELF2 antisense RNA 2,,,
18606,440138,ALG11,"ALG11 alpha-1,2-mannosyltransferase",6.1729e-09,0.722,0.346
18610,440275,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4,1.2356e-15,0.603,0.577
18621,440423,SUZ12P1,SUZ12 pseudogene 1,,0.89,0.115
18629,440584,SLC2A1-AS1,SLC2A1 antisense RNA 1,,1,
18634,440603,BCL2L15,BCL2 like 15,0.048246,0.89,0.192
18655,440957,SMIM4,small integral membrane protein 4,0.19943,0.89,0.154
18667,441108,IRF1-AS1,IRF1 antisense RNA 1,0.0041687,0.67,0.385
18668,441151,TMEM151B,transmembrane protein 151B,0.13582,0.792,0.346
18670,441194,PMS2CL,PMS2 C-terminal like pseudogene,,0.861,0.231
18706,442204,MYL8P,"myosin light chain 8, pseudogene",,1,0.115
18718,442862,PRY2,PTPN13 like Y-linked 2,,0.931,0.077
18741,442910,MIR345,microRNA 345,,0.619,0.462
18757,445815,PALM2AKAP2,PALM2 and AKAP2 fusion,6.0664e-05,0.751,0.385
18779,474354,LRRC18,leucine rich repeat containing 18,3.5136e-05,0.931,0.115
18790,493856,CISD2,CDGSH iron sulfur domain 2,0.41583,0.59,0.692
18802,494324,MIR375,microRNA 375,,0.476,0.769
18809,494331,MIR382,microRNA 382,,0.603,0.692
18814,494336,MIR424,microRNA 424,,0.535,0.769
18815,494337,MIR425,microRNA 425,,0.581,0.654
18816,494470,RNF165,ring finger protein 165,0.97194,0.89,0.269
18841,541471,MIR4435-2HG,MIR4435-2 host gene,,0.604,0.692
18842,541472,IL6-AS1,IL6 antisense RNA 1,,1,0.077
18861,553158,PRR5-ARHGAP8,PRR5-ARHGAP8 readthrough,2.1367e-28,0.821,0.154
18876,554279,LINC00862,long intergenic non-protein coding RNA 862,,1,0.038
18922,574456,MIR497,microRNA 497,,0.539,0.808
18957,574508,MIR505,microRNA 505,,0.603,0.577
18958,574511,MIR506,microRNA 506,,0.585,0.615
18966,594842,HAS2-AS1,HAS2 antisense RNA 1,,0.729,0.269
18967,594857,NPS,neuropeptide S,0.00014091,0.619,0.615
19013,641371,ACOT1,acyl-CoA thioesterase 1,6.4141e-05,0.78,0.192
19037,642797,DNAH10OS,dynein axonemal heavy chain 10 opposite strand,0.00017857,1,0.077
19059,643365,LINC00452,long intergenic non-protein coding RNA 452,,1,0.115
19061,643387,LOC643387,TAR DNA binding protein pseudogene,,0.839,0.115
19067,643586,PKMP1,pyruvate kinase M1/2 pseudogene 1,,1,0.038
19069,643641,ZNF862,zinc finger protein 862,6.7801e-12,1,0.077
19072,643680,MS4A4E,membrane spanning 4-domains A4E,0.0010614,0.931,0.077
19074,643723,LYPLAL1-DT,LYPLAL1 divergent transcript,,1,0.038
19076,643749,TRAF3IP2-AS1,TRAF3IP2 antisense RNA 1,,0.792,0.154
19092,644096,SDHAF1,succinate dehydrogenase complex assembly factor 1,0.087043,0.656,0.462
19100,644192,NR2F2-AS1,NR2F2 antisense RNA 1,,0.729,0.269
19109,644517,FAM86MP,"family with sequence similarity 86, member A pseudogene",,0.931,0.115
19119,644873,LINC01184,long intergenic non-protein coding RNA 1184,,1,0.077
19135,645323,LINC00461,long intergenic non-protein coding RNA 461,,0.736,0.423
19145,645591,LHFPL3-AS1,LHFPL3 antisense RNA 1,,1,0.038
19160,646023,ADORA2A-AS1,ADORA2A antisense RNA 1,,1,0.038
19167,646383,ZBTB44-DT,ZBTB44 divergent transcript,,,
19172,646506,LOC646506,lysosomal associated membrane protein 1 pseudogene,,1,0.077
19175,646576,HHIP-AS1,HHIP antisense RNA 1,,1,0.077
19183,646702,HLA-DPA2,"major histocompatibility complex, class II, DP alpha 2 (pseudogene)",,0.78,0.538
19196,646982,LINC00598,long intergenic non-protein coding RNA 598,,0.743,0.192
19205,647215,MROH3P,"maestro heat like repeat family member 3, pseudogene",,0.89,0.192
19211,647946,MIR924HG,MIR924 host gene,,0.931,0.077
19216,649179,PRAMENP,"PRAME N-terminal like, pseudogene",,1,0.115
19222,650669,GAS6-AS1,GAS6 antisense RNA 1,,0.861,0.154
19229,652968,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,0.027533,0.821,0.231
19233,652995,UCA1,urothelial cancer associated 1,,0.512,0.808
19244,653308,ASAH2B,N-acylsphingosine amidohydrolase 2B,0.00067646,0.931,0.077
19246,653361,NCF1,neutrophil cytosolic factor 1,2.8311e-05,0.521,0.808
19256,653509,SFTPA1,surfactant protein A1,0.0003678,0.546,0.808
19275,654433,PAX8-AS1,PAX8 antisense RNA 1,,0.792,0.231
19277,654463,FER1L6,fer-1 like family member 6,7.1267e-43,0.89,0.038
19319,677820,SNORA38,"small nucleolar RNA, H/ACA box 38",,0.89,0.154
19326,677833,SNORA54,"small nucleolar RNA, H/ACA box 54",,1,0.077
19368,693120,MIR33B,microRNA 33b,,0.601,0.615
19372,693124,MIR532,microRNA 532,,0.628,0.615
19474,723961,INS-IGF2,INS-IGF2 readthrough,0.055811,0.633,0.5
19492,727676,SNORD118,"small nucleolar RNA, C/D box 118",,0.686,0.462
19493,727677,CASC8,cancer susceptibility 8,,0.67,0.462
19542,728294,D2HGDH,D-2-hydroxyglutarate dehydrogenase,0.054343,0.691,0.5
19561,728434,LINC02871,long intergenic non-protein coding RNA 2871,0.004175,0.931,0.115
19563,728448,PPIEL,peptidylprolyl isomerase E like pseudogene,,0.931,0.077
19576,728597,DCDC2C,doublecortin domain containing 2C,0.00071676,0.931,0.192
19582,728637,MEIKIN,meiotic kinetochore factor,,0.931,0.077
19585,728655,HULC,hepatocellular carcinoma up-regulated long non-coding RNA,,0.606,0.538
19659,729920,CRPPA,CDP-L-ribitol pyrophosphorylase A,0.00025176,0.566,0.654
19702,768218,MIR766,microRNA 766,,0.633,0.577
19729,790955,UQCC3,ubiquinol-cytochrome c reductase complex assembly factor 3,0.032331,0.839,0.038
19730,791114,PWRN1,Prader-Willi region non-protein coding RNA 1,,0.67,0.5
19741,100009613,LINC02584,long intergenic non-protein coding RNA 2584,,,
19744,100033407,VN2R19P,"vomeronasal 2 receptor 19, pseudogene",,,
19745,100033413,SNORD116-1,"small nucleolar RNA, C/D box 116-1",,0.682,0.423
